Question,Log,Mode,Correlation,P-Value,significance
I enjoyed writing with Blueberry and a group of friends on the tablet,Accepted_or_Rejected__Nothing,"Delta Logs, Delta_Task",0.43480572282056085,0.07135233611563628,-
I enjoyed writing with Blueberry and a group of friends on the tablet,Accepted_or_Rejected__Nothing,Delta_Social,0.35612209477406653,0.16062037023754427,-
I enjoyed writing with Blueberry and a group of friends on the tablet,Accepted_or_Rejected__Nothing,Delta_Task,0.2267522419371079,0.36555570315751873,-
I enjoyed writing with Blueberry and a group of friends on the tablet,Accepted_or_Rejected__Nothing,Social,0.20316626033455232,0.43416762450421664,-
I enjoyed writing with Blueberry and a group of friends on the tablet,Accepted_or_Rejected__Nothing,Task,0.4697010725840093,0.049213836507899004,*
I enjoyed writing with Blueberry and a group of friends on the tablet,Accepted_or_Rejected__Word_length,Baseline,-0.026771144854576233,0.8786699862594727,-
I enjoyed writing with Blueberry and a group of friends on the tablet,Accepted_or_Rejected__Word_length,"Delta Logs, Delta_Social",0.34246385822608255,0.178438832736713,-
I enjoyed writing with Blueberry and a group of friends on the tablet,Accepted_or_Rejected__Word_length,"Delta Logs, Delta_Task",0.5308787979724242,0.023400579473289853,*
I enjoyed writing with Blueberry and a group of friends on the tablet,Accepted_or_Rejected__Word_length,Delta_Social,0.3554570669392673,0.1614589085601059,-
I enjoyed writing with Blueberry and a group of friends on the tablet,Accepted_or_Rejected__Word_length,Delta_Task,0.29002094671369905,0.24303916997655914,-
I enjoyed writing with Blueberry and a group of friends on the tablet,Accepted_or_Rejected__Word_length,Social,0.20278686455934697,0.43504478474142383,-
I enjoyed writing with Blueberry and a group of friends on the tablet,Accepted_or_Rejected__Word_length,Task,0.4189191452531209,0.08356658081996769,-
I enjoyed writing with Blueberry and a group of friends on the tablet,Answer_Time__Nothing,Baseline,0.1867275359327644,0.2827970179268152,-
I enjoyed writing with Blueberry and a group of friends on the tablet,Answer_Time__Nothing,"Delta Logs, Delta_Social",-0.027637106921605457,0.9161453887384104,-
I enjoyed writing with Blueberry and a group of friends on the tablet,Answer_Time__Nothing,"Delta Logs, Delta_Task",0.2569970264812942,0.3032485423360842,-
I enjoyed writing with Blueberry and a group of friends on the tablet,Answer_Time__Nothing,Delta_Social,-0.11791832286551662,0.6521805886591143,-
I enjoyed writing with Blueberry and a group of friends on the tablet,Answer_Time__Nothing,Delta_Task,0.19274776986097067,0.4435096975435413,-
I enjoyed writing with Blueberry and a group of friends on the tablet,Answer_Time__Nothing,Social,-0.35882177153217754,0.1572466038497123,-
I enjoyed writing with Blueberry and a group of friends on the tablet,Answer_Time__Nothing,Task,-0.13794693333187114,0.5851594436380839,-
I enjoyed writing with Blueberry and a group of friends on the tablet,Answer_Time__Word_length,Baseline,0.10670144910443681,0.5418124290488416,-
I enjoyed writing with Blueberry and a group of friends on the tablet,Answer_Time__Word_length,"Delta Logs, Delta_Social",-0.05527421384321091,0.8331195550347034,-
I enjoyed writing with Blueberry and a group of friends on the tablet,Answer_Time__Word_length,"Delta Logs, Delta_Task",0.22487239817113244,0.3696504936380537,-
I enjoyed writing with Blueberry and a group of friends on the tablet,Answer_Time__Word_length,Delta_Social,-0.11423337527596922,0.6624344623919367,-
I enjoyed writing with Blueberry and a group of friends on the tablet,Answer_Time__Word_length,Delta_Task,0.22487239817113244,0.3696504936380537,-
I enjoyed writing with Blueberry and a group of friends on the tablet,Answer_Time__Word_length,Social,-0.3194388941688897,0.21136417624115042,-
I enjoyed writing with Blueberry and a group of friends on the tablet,Answer_Time__Word_length,Task,-0.1984168219157051,0.4299530505257816,-
I enjoyed writing with Blueberry and a group of friends on the tablet,Attempt_Duration__Nothing,Baseline,0.11559323652980655,0.5084551975180844,-
I enjoyed writing with Blueberry and a group of friends on the tablet,Attempt_Duration__Nothing,"Delta Logs, Delta_Social",0.11054842768642183,0.6727453474464117,-
I enjoyed writing with Blueberry and a group of friends on the tablet,Attempt_Duration__Nothing,"Delta Logs, Delta_Task",0.22487239817113244,0.3696504936380537,-
I enjoyed writing with Blueberry and a group of friends on the tablet,Attempt_Duration__Nothing,Delta_Social,0.3850770231077027,0.12692335064375423,-
I enjoyed writing with Blueberry and a group of friends on the tablet,Attempt_Duration__Nothing,Delta_Task,0.35337091141177956,0.150294006405313,-
I enjoyed writing with Blueberry and a group of friends on the tablet,Attempt_Duration__Nothing,Social,0.2756801415430144,0.2841657383790207,-
I enjoyed writing with Blueberry and a group of friends on the tablet,Attempt_Duration__Nothing,Task,0.33069470319284183,0.1801236182523689,-
I enjoyed writing with Blueberry and a group of friends on the tablet,Attempt_Duration__Word_length,Baseline,0.07113429940295786,0.6846928978502169,-
I enjoyed writing with Blueberry and a group of friends on the tablet,Attempt_Duration__Word_length,"Delta Logs, Delta_Social",-0.020267211742510668,0.9384595929331347,-
I enjoyed writing with Blueberry and a group of friends on the tablet,Attempt_Duration__Word_length,"Delta Logs, Delta_Task",0.19274776986097067,0.4435096975435413,-
I enjoyed writing with Blueberry and a group of friends on the tablet,Attempt_Duration__Word_length,Delta_Social,0.4163990776188556,0.0963927781072095,-
I enjoyed writing with Blueberry and a group of friends on the tablet,Attempt_Duration__Word_length,Delta_Task,0.28912165479145596,0.2445698355364675,-
I enjoyed writing with Blueberry and a group of friends on the tablet,Attempt_Duration__Word_length,Social,0.3150630189063022,0.21803779545951305,-
I enjoyed writing with Blueberry and a group of friends on the tablet,Attempt_Duration__Word_length,Task,0.258886710499539,0.2995816584923892,-
I enjoyed writing with Blueberry and a group of friends on the tablet,Sent_Word_Duration__Nothing,Baseline,-0.16895579313450168,0.33191998456021077,-
I enjoyed writing with Blueberry and a group of friends on the tablet,Sent_Word_Duration__Nothing,"Delta Logs, Delta_Social",0.2782135430108283,0.2795823521413279,-
I enjoyed writing with Blueberry and a group of friends on the tablet,Sent_Word_Duration__Nothing,"Delta Logs, Delta_Task",0.19274776986097067,0.4435096975435413,-
I enjoyed writing with Blueberry and a group of friends on the tablet,Sent_Word_Duration__Nothing,Delta_Social,0.3740221803390605,0.13914760743855764,-
I enjoyed writing with Blueberry and a group of friends on the tablet,Sent_Word_Duration__Nothing,Delta_Task,0.4497447963422649,0.06112050206503491,-
I enjoyed writing with Blueberry and a group of friends on the tablet,Sent_Word_Duration__Nothing,Social,0.3325665199566523,0.19214345846741684,-
I enjoyed writing with Blueberry and a group of friends on the tablet,Sent_Word_Duration__Nothing,Task,0.3495915433752899,0.1550121225406816,-
I enjoyed writing with Blueberry and a group of friends on the tablet,Sent_Word_Duration__Word_length,Baseline,-0.19561932335813415,0.26008412728961583,-
I enjoyed writing with Blueberry and a group of friends on the tablet,Sent_Word_Duration__Word_length,"Delta Logs, Delta_Social",0.1953022222460119,0.4525352059304891,-
I enjoyed writing with Blueberry and a group of friends on the tablet,Sent_Word_Duration__Word_length,"Delta Logs, Delta_Task",0.09637388493048533,0.7036386476374066,-
I enjoyed writing with Blueberry and a group of friends on the tablet,Sent_Word_Duration__Word_length,Delta_Social,0.3740221803390605,0.13914760743855764,-
I enjoyed writing with Blueberry and a group of friends on the tablet,Sent_Word_Duration__Word_length,Delta_Task,0.4497447963422649,0.06112050206503491,-
I enjoyed writing with Blueberry and a group of friends on the tablet,Sent_Word_Duration__Word_length,Social,0.3325665199566523,0.19214345846741684,-
I enjoyed writing with Blueberry and a group of friends on the tablet,Sent_Word_Duration__Word_length,Task,0.25321765844480454,0.3106626534921414,-
I enjoyed writing with Blueberry and a group of friends on the tablet,Time_To_Start__Nothing,Baseline,0.11559323652980655,0.5084551975180844,-
I enjoyed writing with Blueberry and a group of friends on the tablet,Time_To_Start__Nothing,"Delta Logs, Delta_Social",-0.29111085957424415,0.256951461714796,-
I enjoyed writing with Blueberry and a group of friends on the tablet,Time_To_Start__Nothing,"Delta Logs, Delta_Task",0.4176201680321031,0.08462872784341276,-
I enjoyed writing with Blueberry and a group of friends on the tablet,Time_To_Start__Nothing,Delta_Social,0.2874259119846968,0.2632974958126446,-
I enjoyed writing with Blueberry and a group of friends on the tablet,Time_To_Start__Nothing,Delta_Task,0.4497447963422649,0.06112050206503491,-
I enjoyed writing with Blueberry and a group of friends on the tablet,Time_To_Start__Nothing,Social,0.3281906446940648,0.19841752686595926,-
I enjoyed writing with Blueberry and a group of friends on the tablet,Time_To_Start__Nothing,Task,0.020786524200692914,0.9347526699964603,-
I enjoyed writing with Blueberry and a group of friends on the tablet,Time_To_Start__Word_length,Baseline,0.08891787425369735,0.6114892736138988,-
I enjoyed writing with Blueberry and a group of friends on the tablet,Time_To_Start__Word_length,"Delta Logs, Delta_Social",-0.29111085957424415,0.256951461714796,-
I enjoyed writing with Blueberry and a group of friends on the tablet,Time_To_Start__Word_length,"Delta Logs, Delta_Task",0.38549553972194134,0.1141337537363698,-
I enjoyed writing with Blueberry and a group of friends on the tablet,Time_To_Start__Word_length,Delta_Social,0.2874259119846968,0.2632974958126446,-
I enjoyed writing with Blueberry and a group of friends on the tablet,Time_To_Start__Word_length,Delta_Task,0.48186942465242666,0.04287077495296311,*
I enjoyed writing with Blueberry and a group of friends on the tablet,Time_To_Start__Word_length,Social,0.29318364259336455,0.25342398865415794,-
I enjoyed writing with Blueberry and a group of friends on the tablet,Time_To_Start__Word_length,Task,0.0566905205473443,0.8232013482014056,-
I enjoyed writing with Blueberry and a group of friends on the tablet,n_erased__Attempt_Duration,Baseline,0.11562562919865868,0.5083355850400918,-
I enjoyed writing with Blueberry and a group of friends on the tablet,n_erased__Attempt_Duration,"Delta Logs, Delta_Social",-0.2561038574735439,0.32110474306525855,-
I enjoyed writing with Blueberry and a group of friends on the tablet,n_erased__Attempt_Duration,"Delta Logs, Delta_Task",0.3219113899898252,0.1926734477574945,-
I enjoyed writing with Blueberry and a group of friends on the tablet,n_erased__Attempt_Duration,Delta_Social,-0.16950758911918012,0.515436674004481,-
I enjoyed writing with Blueberry and a group of friends on the tablet,n_erased__Attempt_Duration,Delta_Task,-0.03219113899898252,0.8990966641538864,-
I enjoyed writing with Blueberry and a group of friends on the tablet,n_erased__Attempt_Duration,Social,-0.28443189206818953,0.2685243105151141,-
I enjoyed writing with Blueberry and a group of friends on the tablet,n_erased__Attempt_Duration,Task,0.11550938111399611,0.6480912333418211,-
I enjoyed writing with Blueberry and a group of friends on the tablet,n_erased__Nothing,Baseline,0.1024062637349809,0.5582899135033639,-
I enjoyed writing with Blueberry and a group of friends on the tablet,n_erased__Nothing,"Delta Logs, Delta_Social",-0.05895916143275831,0.8221558658097231,-
I enjoyed writing with Blueberry and a group of friends on the tablet,n_erased__Nothing,"Delta Logs, Delta_Task",0.41848480698677276,0.08392064086810168,-
I enjoyed writing with Blueberry and a group of friends on the tablet,n_erased__Nothing,Delta_Social,0.13567144960959007,0.6036279066650341,-
I enjoyed writing with Blueberry and a group of friends on the tablet,n_erased__Nothing,Delta_Task,0.19364916731037085,0.4413395432233367,-
I enjoyed writing with Blueberry and a group of friends on the tablet,n_erased__Nothing,Social,-0.05699123818634141,0.8280072136187382,-
I enjoyed writing with Blueberry and a group of friends on the tablet,n_erased__Nothing,Task,0.15188169985127126,0.5474231423181459,-
I enjoyed writing with Blueberry and a group of friends on the tablet,n_erased__Word_length,Baseline,0.08895525826806869,0.6113389120185535,-
I enjoyed writing with Blueberry and a group of friends on the tablet,n_erased__Word_length,"Delta Logs, Delta_Social",-0.05895916143275831,0.8221558658097231,-
I enjoyed writing with Blueberry and a group of friends on the tablet,n_erased__Word_length,"Delta Logs, Delta_Task",0.38629366798779025,0.11332259972446958,-
I enjoyed writing with Blueberry and a group of friends on the tablet,n_erased__Word_length,Delta_Social,0.12160327045506401,0.6419852853172949,-
I enjoyed writing with Blueberry and a group of friends on the tablet,n_erased__Word_length,Delta_Task,0.19324698792024927,0.4423071288465339,-
I enjoyed writing with Blueberry and a group of friends on the tablet,n_erased__Word_length,Social,-0.0568863784136379,0.8283192425464332,-
I enjoyed writing with Blueberry and a group of friends on the tablet,n_erased__Word_length,Task,0.15156626503548962,0.5482651719993947,-
I found it easy to teach Blueberry how to write with a group of friends,Accepted_or_Rejected__Nothing,Baseline,-0.13265478754772617,0.447457078146532,-
I found it easy to teach Blueberry how to write with a group of friends,Accepted_or_Rejected__Nothing,"Delta Logs, Delta_Social",0.616273264678871,0.008427814340691467,**
I found it easy to teach Blueberry how to write with a group of friends,Accepted_or_Rejected__Nothing,"Delta Logs, Delta_Task",0.1438892312795285,0.5689342681366203,-
I found it easy to teach Blueberry how to write with a group of friends,Accepted_or_Rejected__Nothing,Delta_Social,0.7210647761020508,0.0010893954079354712,**
I found it easy to teach Blueberry how to write with a group of friends,Accepted_or_Rejected__Nothing,Delta_Task,0.4730719824858833,0.047389815861434204,*
I found it easy to teach Blueberry how to write with a group of friends,Accepted_or_Rejected__Nothing,Social,0.44940789678234977,0.0703283990964069,-
I found it easy to teach Blueberry how to write with a group of friends,Accepted_or_Rejected__Nothing,Task,0.7141600581582033,0.000870539557197575,***
I found it easy to teach Blueberry how to write with a group of friends,Accepted_or_Rejected__Word_length,Baseline,-0.15625887331272137,0.3700441498610697,-
I found it easy to teach Blueberry how to write with a group of friends,Accepted_or_Rejected__Word_length,"Delta Logs, Delta_Social",0.573846782249922,0.016009455000360096,*
I found it easy to teach Blueberry how to write with a group of friends,Accepted_or_Rejected__Word_length,"Delta Logs, Delta_Task",0.035935050111469746,0.8874282668460651,-
I found it easy to teach Blueberry how to write with a group of friends,Accepted_or_Rejected__Word_length,Delta_Social,0.679876702822416,0.0026762496957306943,**
I found it easy to teach Blueberry how to write with a group of friends,Accepted_or_Rejected__Word_length,Delta_Task,0.4073524575416102,0.09337362822354738,-
I found it easy to teach Blueberry how to write with a group of friends,Accepted_or_Rejected__Word_length,Social,0.3961044941999687,0.11549545585746103,-
I found it easy to teach Blueberry how to write with a group of friends,Accepted_or_Rejected__Word_length,Task,0.6906036170428859,0.0015092419475814319,**
I found it easy to teach Blueberry how to write with a group of friends,Answer_Time__Nothing,Baseline,-0.165653549784216,0.3415939807953723,-
I found it easy to teach Blueberry how to write with a group of friends,Answer_Time__Nothing,"Delta Logs, Delta_Social",-0.1313997857891697,0.6151771786776568,-
I found it easy to teach Blueberry how to write with a group of friends,Answer_Time__Nothing,"Delta Logs, Delta_Task",-0.3555320379556156,0.14764095183655848,-
I found it easy to teach Blueberry how to write with a group of friends,Answer_Time__Nothing,Delta_Social,-0.09185227744485648,0.7258792092436315,-
I found it easy to teach Blueberry how to write with a group of friends,Answer_Time__Nothing,Delta_Task,-0.6045131899184167,0.007874026397802058,**
I found it easy to teach Blueberry how to write with a group of friends,Answer_Time__Nothing,Social,0.0,1.0,-
I found it easy to teach Blueberry how to write with a group of friends,Answer_Time__Nothing,Task,-0.39768313723632004,0.10218990746196988,-
I found it easy to teach Blueberry how to write with a group of friends,Answer_Time__Word_length,Baseline,-0.20997313985806326,0.22602716542900742,-
I found it easy to teach Blueberry how to write with a group of friends,Answer_Time__Word_length,"Delta Logs, Delta_Social",-0.23600932399025626,0.36179576789733014,-
I found it easy to teach Blueberry how to write with a group of friends,Answer_Time__Word_length,"Delta Logs, Delta_Task",-0.32943794342676314,0.18188481075473822,-
I found it easy to teach Blueberry how to write with a group of friends,Answer_Time__Word_length,Delta_Social,-0.08292219491549543,0.7516988950609838,-
I found it easy to teach Blueberry how to write with a group of friends,Answer_Time__Word_length,Delta_Task,-0.663224902608335,0.002696726216503872,**
I found it easy to teach Blueberry how to write with a group of friends,Answer_Time__Word_length,Social,0.1432116858383027,0.5834582817606212,-
I found it easy to teach Blueberry how to write with a group of friends,Answer_Time__Word_length,Task,-0.47144694494950845,0.048262621939407176,*
I found it easy to teach Blueberry how to write with a group of friends,Attempt_Duration__Nothing,Baseline,-0.08079243305265271,0.6445322863375286,-
I found it easy to teach Blueberry how to write with a group of friends,Attempt_Duration__Nothing,"Delta Logs, Delta_Social",0.16329293767974487,0.5311727627780194,-
I found it easy to teach Blueberry how to write with a group of friends,Attempt_Duration__Nothing,"Delta Logs, Delta_Task",-0.265289961043334,0.28735587472089263,-
I found it easy to teach Blueberry how to write with a group of friends,Attempt_Duration__Nothing,Delta_Social,0.1709472941334829,0.5118224362971494,-
I found it easy to teach Blueberry how to write with a group of friends,Attempt_Duration__Nothing,Delta_Task,0.12829596476685823,0.6119149826045504,-
I found it easy to teach Blueberry how to write with a group of friends,Attempt_Duration__Nothing,Social,0.3176695576776897,0.21404645463208763,-
I found it easy to teach Blueberry how to write with a group of friends,Attempt_Duration__Nothing,Task,-0.1870821210117097,0.457275114755058,-
I found it easy to teach Blueberry how to write with a group of friends,Attempt_Duration__Word_length,Baseline,-0.12874477641124155,0.4610745377149307,-
I found it easy to teach Blueberry how to write with a group of friends,Attempt_Duration__Word_length,"Delta Logs, Delta_Social",-0.1530871290747608,0.557478012554649,-
I found it easy to teach Blueberry how to write with a group of friends,Attempt_Duration__Word_length,"Delta Logs, Delta_Task",-0.42294178215515127,0.08033911145731336,-
I found it easy to teach Blueberry how to write with a group of friends,Attempt_Duration__Word_length,Delta_Social,0.2615238455027164,0.31060867103854056,-
I found it easy to teach Blueberry how to write with a group of friends,Attempt_Duration__Word_length,Delta_Task,0.059798966628620366,0.8136639746797728,-
I found it easy to teach Blueberry how to write with a group of friends,Attempt_Duration__Word_length,Social,0.4673908655995517,0.05852760644282638,-
I found it easy to teach Blueberry how to write with a group of friends,Attempt_Duration__Word_length,Task,-0.15607994095834066,0.5362716155394422,-
I found it easy to teach Blueberry how to write with a group of friends,Sent_Word_Duration__Nothing,Baseline,-0.13885355452158232,0.42632276985886275,-
I found it easy to teach Blueberry how to write with a group of friends,Sent_Word_Duration__Nothing,"Delta Logs, Delta_Social",0.5370806778372859,0.026206611902078437,*
I found it easy to teach Blueberry how to write with a group of friends,Sent_Word_Duration__Nothing,"Delta Logs, Delta_Task",-0.30986737253012375,0.21080451832004274,-
I found it easy to teach Blueberry how to write with a group of friends,Sent_Word_Duration__Nothing,Delta_Social,0.6863406286851776,0.0023458387549854724,**
I found it easy to teach Blueberry how to write with a group of friends,Sent_Word_Duration__Nothing,Delta_Task,0.1533028053570086,0.5436367864394145,-
I found it easy to teach Blueberry how to write with a group of friends,Sent_Word_Duration__Nothing,Social,0.5402986329354148,0.025152753546569557,*
I found it easy to teach Blueberry how to write with a group of friends,Sent_Word_Duration__Nothing,Task,-0.03420930212785549,0.8928041952616833,-
I found it easy to teach Blueberry how to write with a group of friends,Sent_Word_Duration__Word_length,Baseline,-0.2012545319746835,0.2463313433142183,-
I found it easy to teach Blueberry how to write with a group of friends,Sent_Word_Duration__Word_length,"Delta Logs, Delta_Social",0.4630885654511514,0.06120619306467662,-
I found it easy to teach Blueberry how to write with a group of friends,Sent_Word_Duration__Word_length,"Delta Logs, Delta_Task",-0.4164182585229381,0.08562024654944732,-
I found it easy to teach Blueberry how to write with a group of friends,Sent_Word_Duration__Word_length,Delta_Social,0.6863406286851776,0.0023458387549854724,**
I found it easy to teach Blueberry how to write with a group of friends,Sent_Word_Duration__Word_length,Delta_Task,0.0663224902608335,0.7937307686643171,-
I found it easy to teach Blueberry how to write with a group of friends,Sent_Word_Duration__Word_length,Social,0.5272793887682964,0.029627722030633772,*
I found it easy to teach Blueberry how to write with a group of friends,Sent_Word_Duration__Word_length,Task,-0.014966569680936775,0.9529982623885465,-
I found it easy to teach Blueberry how to write with a group of friends,Time_To_Start__Nothing,Baseline,-0.09285317395799475,0.5957478593617913,-
I found it easy to teach Blueberry how to write with a group of friends,Time_To_Start__Nothing,"Delta Logs, Delta_Social",-0.48222445658549656,0.049957313695898155,*
I found it easy to teach Blueberry how to write with a group of friends,Time_To_Start__Nothing,"Delta Logs, Delta_Task",0.11742342537983634,0.6426254692760827,-
I found it easy to teach Blueberry how to write with a group of friends,Time_To_Start__Nothing,Delta_Social,-0.3329645057376048,0.1915793925479459,-
I found it easy to teach Blueberry how to write with a group of friends,Time_To_Start__Nothing,Delta_Task,-0.13808125021517795,0.5847905647140581,-
I found it easy to teach Blueberry how to write with a group of friends,Time_To_Start__Nothing,Social,-0.12498474400433691,0.6326824630976771,-
I found it easy to teach Blueberry how to write with a group of friends,Time_To_Start__Nothing,Task,-0.38699273032136516,0.11261550102244246,-
I found it easy to teach Blueberry how to write with a group of friends,Time_To_Start__Word_length,Baseline,-0.0922719334324361,0.5980617338527232,-
I found it easy to teach Blueberry how to write with a group of friends,Time_To_Start__Word_length,"Delta Logs, Delta_Social",-0.4707429219048895,0.05650178961720247,-
I found it easy to teach Blueberry how to write with a group of friends,Time_To_Start__Word_length,"Delta Logs, Delta_Task",0.11633617144113417,0.6457281216665014,-
I found it easy to teach Blueberry how to write with a group of friends,Time_To_Start__Word_length,Delta_Social,-0.387820726989394,0.12400930086593648,-
I found it easy to teach Blueberry how to write with a group of friends,Time_To_Start__Word_length,Delta_Task,-0.25115565984020555,0.3147528363186855,-
I found it easy to teach Blueberry how to write with a group of friends,Time_To_Start__Word_length,Social,-0.13540013933803166,0.6043588437402747,-
I found it easy to teach Blueberry how to write with a group of friends,Time_To_Start__Word_length,Task,-0.42975435798118455,0.07508291330245552,-
I found it easy to teach Blueberry how to write with a group of friends,n_erased__Attempt_Duration,Baseline,-0.09273384333218067,0.5962225878556502,-
I found it easy to teach Blueberry how to write with a group of friends,n_erased__Attempt_Duration,"Delta Logs, Delta_Social",-0.4516070307705443,0.06879858548363296,-
I found it easy to teach Blueberry how to write with a group of friends,n_erased__Attempt_Duration,"Delta Logs, Delta_Task",0.16887327259181767,0.5029411249977166,-
I found it easy to teach Blueberry how to write with a group of friends,n_erased__Attempt_Duration,Delta_Social,-0.43629831786306833,0.07997053142318179,-
I found it easy to teach Blueberry how to write with a group of friends,n_erased__Attempt_Duration,Delta_Task,-0.23969109658193474,0.3380718646247637,-
I found it easy to teach Blueberry how to write with a group of friends,n_erased__Attempt_Duration,Social,-0.22393099967443697,0.38758030485659356,-
I found it easy to teach Blueberry how to write with a group of friends,n_erased__Attempt_Duration,Task,-0.2881673337014479,0.2462008277279875,-
I found it easy to teach Blueberry how to write with a group of friends,n_erased__Nothing,Baseline,-0.1615319677782211,0.3539068904664431,-
I found it easy to teach Blueberry how to write with a group of friends,n_erased__Nothing,"Delta Logs, Delta_Social",-0.3418945882669658,0.17920891784559415,-
I found it easy to teach Blueberry how to write with a group of friends,n_erased__Nothing,"Delta Logs, Delta_Task",-0.21354297695481458,0.3948681894827947,-
I found it easy to teach Blueberry how to write with a group of friends,n_erased__Nothing,Delta_Social,-0.11183179406190005,0.6691479767007574,-
I found it easy to teach Blueberry how to write with a group of friends,n_erased__Nothing,Delta_Task,-0.3129549952274299,0.20605405979862595,-
I found it easy to teach Blueberry how to write with a group of friends,n_erased__Nothing,Social,0.1291281036630265,0.6213543138767552,-
I found it easy to teach Blueberry how to write with a group of friends,n_erased__Nothing,Task,-0.38021020589201954,0.11960961751684379,-
I found it easy to teach Blueberry how to write with a group of friends,n_erased__Word_length,Baseline,-0.14944161886158125,0.39154083920462424,-
I found it easy to teach Blueberry how to write with a group of friends,n_erased__Word_length,"Delta Logs, Delta_Social",-0.391647905216263,0.12002304506890257,-
I found it easy to teach Blueberry how to write with a group of friends,n_erased__Word_length,"Delta Logs, Delta_Task",-0.21354297695481458,0.3948681894827947,-
I found it easy to teach Blueberry how to write with a group of friends,n_erased__Word_length,Delta_Social,-0.16456866375536786,0.5279248007289115,-
I found it easy to teach Blueberry how to write with a group of friends,n_erased__Word_length,Delta_Task,-0.33846671448707266,0.16948604736776035,-
I found it easy to teach Blueberry how to write with a group of friends,n_erased__Word_length,Social,0.09373855800325269,0.7204598871858197,-
I found it easy to teach Blueberry how to write with a group of friends,n_erased__Word_length,Task,-0.3611998063166305,0.14083690553705136,-
I think I helped the group teach Blueberry how to write,Accepted_or_Rejected__Nothing,Baseline,-0.06520994826544989,0.7097640134808203,-
I think I helped the group teach Blueberry how to write,Accepted_or_Rejected__Nothing,"Delta Logs, Delta_Social",0.7023026071908204,0.0016703763489647632,**
I think I helped the group teach Blueberry how to write,Accepted_or_Rejected__Nothing,"Delta Logs, Delta_Task",0.19077509219500532,0.44827813897740176,-
I think I helped the group teach Blueberry how to write,Accepted_or_Rejected__Nothing,Delta_Social,0.7143601770928824,0.0012739107857728876,**
I think I helped the group teach Blueberry how to write,Accepted_or_Rejected__Nothing,Delta_Task,0.4891408848923096,0.039390016362622994,*
I think I helped the group teach Blueberry how to write,Accepted_or_Rejected__Nothing,Social,0.6617653304156195,0.0038091150602928706,**
I think I helped the group teach Blueberry how to write,Accepted_or_Rejected__Nothing,Task,0.20258329317278215,0.4201299392384593,-
I think I helped the group teach Blueberry how to write,Accepted_or_Rejected__Word_length,Baseline,-0.03213359341649611,0.8546034799235436,-
I think I helped the group teach Blueberry how to write,Accepted_or_Rejected__Word_length,"Delta Logs, Delta_Social",0.7123690030188945,0.0013334152212654672,**
I think I helped the group teach Blueberry how to write,Accepted_or_Rejected__Word_length,"Delta Logs, Delta_Task",0.10790444373286696,0.6699752871845388,-
I think I helped the group teach Blueberry how to write,Accepted_or_Rejected__Word_length,Delta_Social,0.6749104853324767,0.002955099008761131,**
I think I helped the group teach Blueberry how to write,Accepted_or_Rejected__Word_length,Delta_Task,0.3704570928973554,0.13019684540801352,-
I think I helped the group teach Blueberry how to write,Accepted_or_Rejected__Word_length,Social,0.6605295397379567,0.003898739351497362,**
I think I helped the group teach Blueberry how to write,Accepted_or_Rejected__Word_length,Task,0.1316806937724387,0.6024758211572587,-
I think I helped the group teach Blueberry how to write,Answer_Time__Nothing,Baseline,-0.20432350410264738,0.2390497909359359,-
I think I helped the group teach Blueberry how to write,Answer_Time__Nothing,"Delta Logs, Delta_Social",-0.12785412609655133,0.6248290274261035,-
I think I helped the group teach Blueberry how to write,Answer_Time__Nothing,"Delta Logs, Delta_Task",-0.4277330798292829,0.076615214343998,-
I think I helped the group teach Blueberry how to write,Answer_Time__Nothing,Delta_Social,0.15916534065080884,0.5417432585241151,-
I think I helped the group teach Blueberry how to write,Answer_Time__Nothing,Delta_Task,-0.4481013217259153,0.06218903098216538,-
I think I helped the group teach Blueberry how to write,Answer_Time__Nothing,Social,-0.41249800036080064,0.0998756083330342,-
I think I helped the group teach Blueberry how to write,Answer_Time__Nothing,Task,0.0,1.0,-
I think I helped the group teach Blueberry how to write,Answer_Time__Word_length,Baseline,-0.1812403093971734,0.2974339704219963,-
I think I helped the group teach Blueberry how to write,Answer_Time__Word_length,"Delta Logs, Delta_Social",-0.20352289460267362,0.4333439241934608,-
I think I helped the group teach Blueberry how to write,Answer_Time__Word_length,"Delta Logs, Delta_Task",-0.4255890543664794,0.0782655664844262,-
I think I helped the group teach Blueberry how to write,Answer_Time__Word_length,Delta_Social,0.07045023274707932,0.7881745607038024,-
I think I helped the group teach Blueberry how to write,Answer_Time__Word_length,Delta_Task,-0.48669378005637703,0.04053634410668709,*
I think I helped the group teach Blueberry how to write,Answer_Time__Word_length,Social,-0.5340763583618787,0.02722100718858671,*
I think I helped the group teach Blueberry how to write,Answer_Time__Word_length,Task,-0.04337696053310002,0.8643020448398117,-
I think I helped the group teach Blueberry how to write,Attempt_Duration__Nothing,Baseline,0.08712044453356321,0.618737018922477,-
I think I helped the group teach Blueberry how to write,Attempt_Duration__Nothing,"Delta Logs, Delta_Social",0.018264875156650193,0.9445303229801099,-
I think I helped the group teach Blueberry how to write,Attempt_Duration__Nothing,"Delta Logs, Delta_Task",-0.49205384371338556,0.03805799362465984,*
I think I helped the group teach Blueberry how to write,Attempt_Duration__Nothing,Delta_Social,0.03131121455425747,0.9050421902202435,-
I think I helped the group teach Blueberry how to write,Attempt_Duration__Nothing,Delta_Task,-0.3912846469616247,0.10834288619017444,-
